Item Type Metadata:NewspaperText,Item Type Metadata:Date of meeting,Item Type Metadata:Place,geolocation:latitude,geolocation:longitude,geolocation:zoom_level,Item Type:Newspaper,Dublin Core:Date,itemType,geolocation:map_type,geolocation:address,Item Type Metadata:meeting date
,,,,,,,,,,,
"OLDHAM.   On Sunday, (tomorrow.) a lecture will be delivered, by a friend, in the Chartist room, Greaves-street, at half-past six o clock in tho evening.",,Oldham,53.5415797,-2.1147831,7,Northern Star,05/08/1843,Meeting,,,
,,,,,,,,,,,
"STALEY-BRIDGE. - A delegate meeting will be holden in the Charter Association Room, Angel Inn Yard, Rossbottom-street, Staleybridge, on Sunday, the 13th of August, at two o clock in the afternoon. It is expected that Ashton, Mossley, Mottram, Hyde, and Hooly Hill, will have delegates in attendance.",,Staley-bridge,53.4840214,-2.0562536,7,Northern Star,05/08/1843,Meeting,,,
,,,,,,,,,,,
"HALIFAX.   A camp meeting will be holden on Warley Moor, near Dan Maude's Pond, on Sunday, (to-morrow,) at two o clock in the afternoon.",,Halifax,53.725,-1.863,7,Northern Star,05/08/1843,Meeting,,,
,,,,,,,,,,,
"DEWSBURY.   A special delegate meeting for this district will be holden on Sunday, (to-morrow,) in the laTge room, over the Co-operative Stores, at two o'clock in the afternoon, on business of great importance, relativo to Mr. Dewhirst s liberation from the Wakefield  hell,'  which will take place on the 12th of this month.",,Dewsbury,53.6909103,-1.6302142,7,Northern Star,05/08/1843,Meeting,,,
,,,,,,,,,,,
"BLACKSTONE EDGE.   A Camp Meeting will be holden on Blackstone Edge, near the White House, on Sunday, August 13th ; to commence at half-past two precisely ; speakers from various places will be in attendance.",,Blackstone Edge,53.6437569,-2.0436566,7,Northern Star,05/08/1843,Meeting,,,
,,,,,,,,,,,
"SOUTH LANCASHIRE.   Mr. Leach s route for the ensuing week. Monday, August 7th, Rayton ; Tuesday, 8th, Moseley; Wednesday, 9th, Cowhill; Thursday, 10th, Newton Heath; Friday, 11th, Droylsden ; Sunday, 13th, Oldham.",,South Lancashire,53.481074,-2.2424089,7,Northern Star,05/08/1843,Meeting,,,
,,,,,,,,,,,
"The South Lancashire Delegate Meeting will be holden on Sunday, August 13th, at the house of Mr. John Murrey, under the Carpenters' Hall, chair to be taken at one o clock in the afternoon.",,Manchester,53.4749,-2.23508,7,Northern Star,05/08/1843,Meeting,,,
,,,,,,,,,,,
"CALVERSTON. - Chartist Annual Tea Party.  Mr. Harrison intends holding his annual Chartist Festival on Monday, August 14th. Mr. F. O Connor has been invited to attend on the occasion, A Band has been provided for the day, and will meet at Arnold, at two o clock, where all the friends will form in procession and proceed to Calvorston.
",,Calverston,53.0400474,-1.084705,7,Northern Star,05/08/1843,Meeting,,,
,,,,,,,,,,,
"CITY OF LONDON POLITICAL AND SCIENTIFIC INSTITUTION.   A concert will be held here on Monday, 21st, the proceeds will be devoted to defraying the expences of delegates from London to the ensuing Conference.",,Political and scientific institute,51.5166222,-0.1047859,7,Northern Star,12/08/1843,Meeting,,,
,,,,,,,,,,,
"Mr. Sherrard will lecture in the morning. Subject, "" Education.  ",,Mile End,51.5204259,-0.0551902,7,Northern Star,12/08/1843,Meeting,,,
,,,,,,,,,,,
"A Camp Meeting will be holden, on Enfield, on Sunday, August 20th.",,"A Camp Meeting Will Be Holden, On Enfield, On Sunday, August 20th",51.6637479,-0.0803101,7,Northern Star,12/08/1843,Meeting,,,
,,,,,,,,,,,
"CLITHERO.   Mr. A. M'Phail will preach two sermons on Sunday, August 13th, in the afternoon, at two o clock, and in the evening at six, in the Primitive Methodist Chapel, Lowergate. Collections will be made at the close of each service, in aid of the Chartist Association.",,Clithero,53.8753325,-2.3929021,7,Northern Star,12/08/1843,Meeting,,,
,,,,,,,,,,,
"HALIFAX.   A Delegate Meeting of this district will be holden on Sunday, (to-morrow,) in the Association Room, Mellor-iane, at two o clock in the afternoon.",,Halifax,53.725,-1.863,7,Northern Star,12/08/1843,Meeting,,,
,,,,,,,,,,,
"KEIGHLEY DISTRICT.   A District Meeting will bn holden, in the Working Man s Hall, Sun-street, Keighley, on Sunday, the 20th instant, to commence at ten o clock in the forenoon.",,Keighley District,53.8684021,-1.9020456,7,Northern Star,12/08/1843,Meeting,,,
,,,,,,,,,,,
"Miners  Meetings.   A public meeting of Miners will be holden on Bare Bone Moor, near Barnsley on the 14th instant, at five o clock in the evening, when S. Davis, an agent of the Miners  Association, will address the meeting on the necessity of tho Yorkshire Miners joining with their brethren in tho North.",,Miners Meetings,53.5352949,-1.7800137,7,Northern Star,12/08/1843,Meeting,,,
,,,,,,,,,,,
"A General Delegate Meeting will be holden on Saturday, the 19th instant, at the Griffin Inn, Wakefield, at twelve o'clock. Delegates from each district are expected.",,Wakefield,53.6825669,-1.5000466,7,Northern Star,12/08/1843,Meeting,,,
,,,,,,,,,,,
"A Chartist Camp Meeting will be holden on Nottingham Forest, on Sunday, the 20th instant, when friends from Belper, Sutton-in-Ashfield, and several other places, will deliver addresses.",,Nottingham,52.9549771,-1.1511066,7,Northern Star,12/08/1843,Meeting,,,
,,,,,,,,,,,
"Mr. Alfred Anthony will deliver an address in the Market-place, to-morrow, at six o clock in the evening.",,Nottingham,52.9549771,-1.1511066,7,Northern Star,12/08/1843,Meeting,,,
,,,,,,,,,,,
"NEWTON HEATH.   A tea party will assemble in the Chartist Room, Church-street, on Monday, the 21st inst., at six o clock in the evening.  Tickets for males 8d and females 6d each.",,Newton Heath,53.1924965,-2.4506619,7,Northern Star,12/08/1843,Meeting,,,
,,,,,,,,,,,
"A Members  meeting will be holden in the Association Room, at two o clock in the afternoon, when the discussion on the Organization will be resumed.",,Stockport,53.4077455,-2.1601108,7,Northern Star,12/08/1843,Meeting,,,
,,,,,,,,,,,
"N.B.   Mr. Leach will lecture in the Chartist Room, Greaves-street, at six o clock the same evening.",,Oldham,53.5415797,-2.1147831,7,Northern Star,12/08/1843,Meeting,,,
,,,,,,,,,,,
"BRADFORD.   On Sunday, (to-morrow) a camp meeting will be holden on Bradford moor, at two o clock in the afternoon. Mr. James Dewhirst, one of the   Plot  victims, who will be liberated this day, is expected to attend.",,Bradford,53.7941567,-1.7494778,7,Northern Star,12/08/1843,Meeting,,,
,,,,,,,,,,,
"BURY.   A Camp Meeting will be holden at Bury on Sunday, August 29, which will be addressed by friends from Rochdale and other places.",,Bury,53.593,-2.298,7,Northern Star,12/08/1843,Meeting,,,
,,,,,,,,,,,
"HEYWOOD.   Mr. Wm. Bell will deliver two lectures in the Chartist Association Room, Hartley-street, in the afternoon, at two o clock ; and in the evening, at six o clock, subject, "" Chartism in accordance with Christianity. ",,Heywood,53.5858251,-2.2339204,7,Northern Star,12/08/1843,Meeting,,,
,,,,,,,,,,,
"COLNE.   Commodore Mead, the Chartist poet from Birmingham, will attend the Colne demonstration this day.",,Colne,53.8567728,-2.1691238,7,Northern Star,12/08/1843,Meeting,,,
,,,,,,,,,,,
"BOLTON.   Notice. A Chartist Camp meeting will be held in a field near to the West Loughton chapel, at two o'clock in the afternoon, on Sunday, the 20th instant, when Mr. Dixon, from Manchester, and Mr. Marsden, from Preston, along with other friends, will address them. Mr. Peddle, from Edinburgh, is also expected to attend.	",,Bolton,53.577694,-2.4288874,7,Northern Star,19/08/1843,Meeting,,,
,,,,,,,,,,,
"OLDHAM.   On Sunday, Mr. Clark, of Manchester, will lecture in the Chartist room, Greaves-street, at six o clock in the evening.	",,Oldham,53.5415797,-2.1147831,7,Northern Star,19/08/1843,Meeting,,,
,,,,,,,,,,,
"WEST RIDING DELEGATE MEETING.   On Sunday, (to-morrow,) a West Riding Delegate Meeting will be holden in the large room over the Co-operative Stores, Market-place, Dewsbury, on purpose to nominate two persons to be elected at public meetings, to serve as representatives in the forthcoming Conference, for the West Riding of Yorkshire. It is requested that only one delegate be sent from each locality.	",,Dewsbury,53.6909103,-1.6302142,7,Northern Star,19/08/1843,Meeting,,,
,,,,,,,,,,,
"HOLMFIRTH.   A District Delegate meeting will be holden immediately after the Camp meeting, in the Chartist Room, Holmfirth. ",,Holmfirth,53.5703632,-1.7870544,7,Northern Star,19/08/1843,Meeting,,,
,,,,,,,,,,,
"Mr. Samuel Kydd will lecture at Blaydon-lane-end, Blaydon, on Sunday, 20th inst., at three o clock in the afternoon ; and in the Chartist Hall, Goat Inn, Newcastle, at seven.	",,Blaydon,54.963,-1.7187,7,Northern Star,19/08/1843,Meeting,,,
,,,,,,,,,,,
"RADCLIFFE.   The Chartists of Radcliffe Bridge, intend having a tea party and ball on Monday, the 28th instant, in honour of the liberation of Mr, John Allen and Mr. Thomas Greenhalgh, who were committed to Lancaster Castle for twelve months, for the plug-plot last August. Mr. William Bell, from Heywood, and another gentleman from Manchester, will address those who attend on the above occasion.	",,Radcliffe,53.55907,-2.32885,7,Northern Star,19/08/1843,Meeting,,,
,,,,,,,,,,,
"The Chartists of the Central Locality will meet in the Large Room, Butterworth-buildings, and arrangements will be made to establish a school on Sundays in the same Room. A full attendance is requested.",,Bradford,53.7941567,-1.7494778,7,Northern Star,19/08/1843,Meeting,,,
,,,,,,,,,,,
"Mr. Mantz will lecture at the Black Horse and Windmill, Fieldgate-street, Whitechapel, on Sunday, the 27th inst, at eight o clock in the evening. After the lecture, some important business.",,Mr,51.5170329,-0.0660261,7,Northern Star,26/08/1843,Meeting,,,
,,,,,,,,,,,
"SOWERBY.   A camp meeting will be holden on Ratten-row Moor on Sunday, Sept. 3rd, at two o'clock in the afternoon.",,Sowerby,53.7055036,-1.9324388,7,Northern Star,26/08/1843,Meeting,,,
,,,,,,,,,,,
"OLDHAM.   On Sunday, to-morrow, a lecture will be delivered in the Chartist room, at six o clock in the evening, by a friend.",,Oldham,53.5415797,-2.1147831,7,Northern Star,26/08/1843,Meeting,,,
,,,,,,,,,,,
"ROCHDALE.   Mr. Thomas Davis, of Hawick, will deliver two addresses to-morrow, in the Chartist room, top of Yorkshire-street, to commence at half past two and six o clock.	",,Rochdale,53.6153659,-2.1557561,7,Northern Star,26/08/1843,Meeting,,,
,,,,,,,,,,,
"BIRMINGHAM.   A Grand Tea Party and ball will be holden on Tuesday, September 5th, in the Hall of Science, Lawrence-screet, in honour of Thomas S. Duncombe, Esq., M.P., J. T. Leader, Esq., M.P., W. Williams. Esq., M.P., and Shaman Crawford, Esq., M.P. Tickets, one Shilling each.",,Birmingham,52.4813679,-1.8980726,7,Northern Star,26/08/1843,Meeting,,,
,,,,,,,,,,,
"Mr. Sherrard will deliver a lecture in the evening,",,Mile End,51.5204259,-0.0551902,7,Northern Star,02/09/1843,Meeting,,,
,,,,,,,,,,,
"MACCLESFIELD. - A lecture will be delivered in the Chartist room, Stanley-street, on Sunday, (tomorrow ), at six o clock in the evening, by Mr. Thomas Clark, of Stockport. Subject,   Organization and the state of political parties. ",,Macclesfield,53.2606635,-2.1255158,7,Northern Star,02/09/1843,Meeting,,,
,,,,,,,,,,,
"NOTTINGHAM. - A public meeting will be held at Mr. Hardy's house next Sundy evening, at eight o'clock, for the purpose of forming an association in connextion with the Chartist agitation. Friends to the cause will attend to give information and explain the principles of the People s Charter.",,Nottingham,52.9549771,-1.1511066,7,Northern Star,02/09/1843,Meeting,,,
,,,,,,,,,,,
"HATHERN TURN.   A camp meeting will be held at this place, on Sunday, Sept, 3rd, to commence at two o clock.-Mr. Dorman, of Nottingham, will attend. A delegate meeting will be held at the same place at five o'clock on the same day.",,Hathern Turn,52.9352172,-1.2114573,7,Northern Star,02/09/1843,Meeting,,,
,,,,,,,,,,,
"LOUGHBOROUGH.   Mr. Dorman, of Nottingham, will preach at this place on Sunday, Sept. 3rd, at eleven o clock in the morning.",,Loughborough,52.7723859,-1.2077985,7,Northern Star,02/09/1843,Meeting,,,
,,,,,,,,,,,
"BURY.   A public lecture will be delivered in the Garden-street Lectures Room, on Monday, the 4th of September, by Mr. P. Daly, of Levenshulme, on the Repeal of the Legislative Union.",,Bury,53.593,-2.298,7,Northern Star,02/09/1843,Meeting,,,
,,,,,,,,,,,
"BRADFORD.   A camp meeting will be held at Idle Green, on Sunday, at half-past four o'clock in the afternoon, Messrs Smyth, Alderson, and others will address the meeting.",,Bradford,53.7941567,-1.7494778,7,Northern Star,02/09/1843,Meeting,,,
,,,,,,,,,,,
"The Chartists of Bowling Back-lane will meet in their Room on Sunday, at ten o clock in the morning and at two in the afternoon.",,Bradford,53.7941567,-1.7494778,7,Northern Star,02/09/1843,Meeting,,,
,,,,,,,,,,,
"The Chartists of Manningham, will meet in their Room on Sunday, at two o clock in the afternoon. A full attendance is requested, as the discussion on the Organization will be concluded.",,Bradford,53.7941567,-1.7494778,7,Northern Star,02/09/1843,Meeting,,,
,,,,,,,,,,,
"LITTLETOWN IN LIVERSEDGE.   Two sermons will be preached at this place on Sunday, the lOth inst,, by that unconquerable foe to oppression, Mr. Benj. Rushton, of Ovenden, when collections will be made to liquidate the expenses of the room.",,Littletown-in-liversedge,53.715,-1.696667,7,Northern Star,02/09/1843,Meeting,,,
,,,,,,,,,,,
"RIPPLEY.   Mr. J. Pepper will preach here next Sunday, at five in the afternoon.",,Rippley,53.0451367,-1.4030952,7,Northern Star,09/09/1843,Meeting,,,
,,,,,,,,,,,
"Mr. Doyle s Route:   Sunday, 10th September, Church Groasly ; Monday, Bur ton-on-Trent ; Tuesday, Tutbury; Wednesday, Derby ; Thursday, Ilkestone ; and Saturday, Borrowash.",,Mr,,,7,Northern Star,09/09/1843,Tour,,,
,,,,,,,,,,,
"KEIGHLEY.   The next delegate meeting of this district will be holden in the Working Man's Hall, Sun-street, Keighley, on Sunday, the 17th inst., at ten o'clock in the forenoon.",,Keighley,53.8684021,-1.9020456,7,Northern Star,09/09/1843,Meeting,,,
,,,,,,,,,,,
"MANCHESTER.   On the 12th inst., there will be a discussion held in the Young Men s National Charter Association Room, Brown-street, Travis-street, near St. Andrew's Church. Subject   The remedy for the present distress.  Chair to be taken at eight o'clock,",,Manchester,53.4791466,-2.2447445,7,Northern Star,09/09/1843,Meeting,,,
,,,,,,,,,,,
"A Public Meeting will be holden at Idle, near Bradford, on Sunday, at four o clock in the evening, to consider the propriety of forming a Branch according to the New Plan of Organization. Mr. Thomas Ibbotson, Mr. Smyth, and several others from Bradford, will address the meeting.",,Bradford,53.7941567,-1.7494778,7,Northern Star,23/09/1843,Meeting,,,
,,,,,,,,,,,
"The Chartists of Manningham will meet in their room on Sunday, at two o clock in the afternoon. The New Plan as adopted by the Conference will be discussed, and the opinion of the Chartists of Manningham taken, as to the propriety of forming a branch in the locality.",,Bradford,53.7941567,-1.7494778,7,Northern Star,23/09/1843,Meeting,,,
,,,,,,,,,,,
"The Chartists of Bowling Back Lankt will meet in their room on Sunday, at two o clock in the afternoon, to receive names for the forming of a Branch according to the new Plan of Organization.",,Bradford,53.7941567,-1.7494778,7,Northern Star,23/09/1843,Meeting,,,
,,,,,,,,,,,
"BRADFORD.   The Chartists of New Leeds have resolved to hold a public meeting on the 8th of October, when Messrs. Dewhirst, Hurley, Smyth, and others, will address the meeting, and take names to be enrolled under the new plan of organization.",,Bradford,53.7941567,-1.7494778,7,Northern Star,30/09/1843,Meeting,,,
,,,,,,,,,,,
"OLDHAM.   On Sunday, (to-morrow,) Mr. William Dixon, of Manchester, will lecture in the Chartist Room, Greave s-street, at six o clock in the evening.",,Oldham,53.5415797,-2.1147831,7,Northern Star,30/09/1843,Meeting,,,
,,,,,,,,,,,
"WARWICK.   The Chartists of this locality are requested, to meet at the Saracen s Head, Park-street, on next Sunday, Oct. 1st., at seven o clock in the evening, to decide upon the formation of a branch under the New Plan of Organization as soon as enrolled, and to dispose of the funds in hand.",,Warwick,52.28,-1.59,7,Northern Star,30/09/1843,Meeting,,,
,,,,,,,,,,,
"DEWSBURY.   Mr. David Ross, of Leeds, will deliver two lectures in the large room over the Cooperative Store, on Sunday, October 1st, at two o clock in the afternoon, and six in the evening.",,Dewsbury,53.6909103,-1.6302142,7,Northern Star,30/09/1843,Meeting,,,
,,,,,,,,,,,
"BURY.   Mr. William Bell, of Hey wood, will deliver a lecture on the 2nd of October, in the Garden-street lecture room, Bury, at eight o clock in the evening.",,Bury,53.593,-2.298,7,Northern Star,30/09/1843,Meeting,,,
,,,,,,,,,,,
"Mr. David Ross, of Leeds, will deliver two lectures on Sunday, October 8th, at two o clock, in the afternoon, and at six in the evening, in the above room.",,Bury,53.593,-2.298,7,Northern Star,30/09/1843,Meeting,,,
,,,,,,,,,,,
"MOSSLEY.   Mr. David Ross, of Leeds, will deliver a lecture in the Association Room, on Wednesday, October 4th. Subject,  Local and National Reform.  Admission, one penny.",,Mossley,53.5130582,-2.0358291,7,Northern Star,30/09/1843,Meeting,,,
,,,,,,,,,,,
"HONLEY.   A general meeting of the Chartfsts of the Huddersfield district will be holden on Sunday, the 8th of October, in the Chartist Room, Honley, on matters of the greatest importance to the Char-tist body. Chair to be taken at two o clock in the afternoon.	",,Honley,53.6022372,-1.7891409,7,Northern Star,30/09/1843,Meeting,,,
,,,,,,,,,,,
"HUDDERSFIELD.   On Monday-evening next, the 2nd October, a lecture will be delivered in the Guildhall, Huddersfield, by Mr. David Ross. Subject    Local and National Reform.  Chair to be taken at eight o clock.",,Huddersfield,53.6467031,-1.7832077,7,Northern Star,30/09/1843,Meeting,,,
,,,,,,,,,,,
"The South Lancashire Delegate Meeting will be held in the Council room, 43, Garret-road, under the Carpenters  Hail, Manchester, on Sunday, (tomorrow), at one o clock in the afternoon. It is requested that those places who have not paid their quota of the expences for sending the delegates to the Birmingham Conference, will bring the same to the delegate meeting. ",,"The South Lancashire Delegate Meeting Will Be Held In The Council Room, 43, Garret-road, Under The Carpenters Hail, Manchester, On Sunday, (tomorrow), At One O Clock In The Afternoon",53.4749,-2.23508,7,Northern Star,30/09/1843,Meeting,,,
,,,,,,,,,,,
"MR. O CONNOR'S TOUR. - On Saturday, (this evening), Mr. O'Connor will address the people of Salford at eight o clock precisely. On Sunday, (to-morrow,) ho will address the people of Manchester, in the Carpenters  Hall, to aid in the preparations for the reception of the glorious Duncombe on the 9th. On Tuesday, the 10th, he will address the men of Huddersfield ; on the 11h, the men of Bradford; on the 12th, the men of Halifax; and on the 14th, he will be at Newcastle, to aid in the preparations to receive Duncombe on the 21st. During his stay at Newcastle he will address the men of Sunderland, South Shields, and such other localities as the committee shall decide upon. On the 25th, he will be in Aberdeen to aid in preparing for the grand Duncombe demonstration, on the 26th. On the 27th, Mr. O Connor will address the Chartists of Aberdeen. On the 29th, he will be in Glasgow, there to aid in preparing for the reception of Buncombe on the 30th, Throughout this tour Mr. O Connor will be provided with lists,and will remain to any hour after each meeting that is necessary for the enrolment of names for member. When his work in Scotland is done, he will return by Liverpool, where he will address the Chartists of that town; and then take his place at the Executive Board to aid in making the New Organization as perfect, as possible.",,Mr,,,7,Northern Star,07/10/1843,Tour,,,
,,,,,,,,,,,
"MARYLEBONE. - Mechanics  Institution, Circus-street, New Road, at half past seven o clock.",,Marylebone,51.5203722,-0.16248,7,Northern Star,07/10/1843,Meeting,,,
,,,,,,,,,,,
"An Harmonic Meeting will be held in the Feathers, Warren-street, Tottenham Court Road, on Monday, October 9th, 1843, at eight o clock, the proceeds to be given to the widow of the martyr, James Duffy.	",,Feathers ,51.5242774,-0.1384081,7,Northern Star,07/10/1843,Meeting,,,
,,,,,,,,,,,
"KEIGHLEY.   The next delegate meeting of this district will be holden in the Working Man s Hall, on Sunday, Oct. 15th, at ten o clock in the forenoon. All places in the district that are wishful to form branches under the New Organization are requested to send a delegate, as arrangements will be made at the meeting for that purpose.	",,Keighley,53.8684021,-1.9020456,7,Northern Star,07/10/1843,Meeting,,,
,,,,,,,,,,,
"The Chartists of Norwich intend holding an amusement party for the benefit of Dr. P. M. M'Douall, on the evening of Tuesday, Oct. 17th, Tickets to be had of Mr. Hurry, Gilden-gate-street ; Mr. Gifford, Magdalen-street; Mr. Debbage, Lord Camden-yard ; and of Mr. G. Bell, News Agent, St. Edmunds.",,Norwich,52.640143,1.2868495,7,Northern Star,07/10/1843,Meeting,,,
,,,,,,,,,,,
"Mr. Ross will lecture at the following plains, on his farewell visit through North Lancashire : - Chorley, Oct. 9th ; Preston, the 10th ; Blackburn, the 11th ; Clitheroe, the 12th, 13th, 14th, and l5th; Sabden, the l6th ; Padiham, the 17th; Colne, the 18th ; Burnley, the 19th ; and at Bacup, on the 20th.",,Mr,,,7,Northern Star,07/10/1843,Tour,,,
,,,,,,,,,,,
"BRADFORD.   A Camp meeting will be holden at New Leeds, on Sunday, at two o clock in tiie afternoon. Messrs. Dewhirst, Alderson, and Ibbotson, will address the meeting. The secretary will be in attendance to take names for enrolment under the New Plan, both for the Charter and the Land Funds.",,Bradford,53.7941567,-1.7494778,7,Northern Star,07/10/1843,Meeting,,,
,,,,,,,,,,,
"LIVERPOOL.   A soiree and ball will take place in the Nelson Assembly Rooms, Lord Nelson-street, on Tuesday, October 10th, in honour of Mr. William Jones, who was liberated from Leicester gaol on the 21st of September. Tea on the table at seven o clock. Double tickets, 2s. 3d.; single tickets, 1s. 3d., may be had of Mr. Goodfellow, Temperance Hotel, Tarleton-street.",,Liverpool,53.4054719,-2.9805393,7,Northern Star,07/10/1843,Meeting,,,
,,,,,,,,,,,
"DUMFRIES.   O Connor s Visit.  All is hope and anxiety here since the announcement of Mr. O'Connor's visit. A committee has been appointed to make the arrangements for giving to our noble champion, a triumphant welcome. The secretary is instructed to correspond with the leading members ot tne Chartist body in the various towns in Dumfries-shire and Galloway, where associations exist, intimating the visit of Mr. O'Connor, and requesting delegates to attend a conference to be holden on the day or his arrival, for the purpose of considering the new plan of Organization; and if adopted, the means by which such plan can be most effectively brought into operation in the district.",,Dumfries,55.0678957,-3.6108129,7,Northern Star,21/10/1843,Meeting,,,
,,,,,,,,,,,
"NEWCASTLE.   A Public Dinner will be given to Mr. Kydd, on the evening of Wednesday, October 25th, in Mr. Gibson's large room, sign of the Waggon, South Shields. Dinner to be on the table at seven o clock. Tickets 1s. 6d. each.",,Newcastle,54.9770924,-1.6142059,7,Northern Star,21/10/1843,Meeting,,,
,,,,,,,,,,,
"A General Meeting will take place at the Golden Lion, Dean Street, Soho, on Sunday, (tomorrow) to elect Councillors. It is requested that all members will attend. Mr. Skelton will lecture the same evening.",,"A General Meeting Will Take Place At The Golden Lion, Dean Street, Soho, On Sunday, (tomorrow) To Elect Councillors",51.5125274,-0.1315594,7,Northern Star,21/10/1843,Meeting,,,
,,,,,,,,,,,
"SOMERS TOWN. - On Sunday, (to-morrow) Mr. Wheeler will lecture at Mr. Duddridge s, Bricklayers  Arms, Tonbridge-street, New road, Somers Town.",,Somers Town,51.5282528,-0.1241921,7,Northern Star,21/10/1843,Meeting,,,
,,,,,,,,,,,
"The South Lancashire Delegates will meet at the house of Mr. J. Murray, under the Carpenters  Hall, on Sunday, the 29th instant, at ten o clock in the forenoon. A good attendance of Delegates is requested as business of importance will be brought before them.",,Manchester,53.4791466,-2.2447445,7,Northern Star,21/10/1843,Meeting,,,
,,,,,,,,,,,
"LOCKWOOD.   A general meeting of the Huddersfield district Chartists will be holden in the Democratic Institution, opposite the Swan Inn, Lockwood, to-morrow, (Sunday) chair to be taken at two o clock.",,Lockwood,53.6343627,-1.7964201,7,Northern Star,21/10/1843,Meeting,,,
,,,,,,,,,,,
"BURY.   Mr. William Dixon, of Manchester, will lecture here to morrow (Sunday), at two o clock in the afternoon, and at six in the evening, A collection will be made after each lecture, the proceeds, after defraying expenses, to go to Mrs. Ellis.",,Bury,53.593,-2.298,7,Northern Star,21/10/1843,Meeting,,,
,,,,,,,,,,,
"LEICESTER. - Market-place, at half-past five o'clock. Subject Organization of the people.",,Leicester,52.6367811,-1.1312289,7,Northern Star,21/10/1843,Meeting,,,
,,,,,,,,,,,
"BRADFORD.   The council will meet on Sunday, at six o clock in the evening.",,Bradford,53.7941567,-1.7494778,7,Northern Star,11/11/1843,Meeting,,,
,,,,,,,,,,,
"The Chartists of Bowling Back-lane, will meet in their Room on Sunday, at ten o clock in the forenoon, and two in the afternoon.",,Bradford,53.7941567,-1.7494778,7,Northern Star,11/11/1843,Meeting,,,
,,,,,,,,,,,
"GOLDEN LION, DEAN-STREET, SOHO.   Mr. Wheeler will lecture at this locality on Sunday, the 19th, at eight o clock.",,"Golden Lion, Dean-street, Soho",51.5125274,-0.1315594,7,Northern Star,18/11/1843,Meeting,,,
,,,,,,,,,,,
"YORK.   The Chartists of York will have two balls on Martinmas evening : one at Mr. Hall s, the Ebor Tavern, Foss-gate, and one at Mrs. Penrose s, the Yorkshireman Coffee-house, Copper-gate ; at which their country friends are most respectfully invited to attend.",,York,53.9583807,-1.0786396,7,Northern Star,18/11/1843,Meeting,,,
,,,,,,,,,,,
"NOTTINGHAM.   The members of the Council request a full attendance of members and friends on Sunday, Nov. 19th, at two o clock in the afternoon, when business of great importance will be laid before them.",,Nottingham,52.9549771,-1.1511066,7,Northern Star,18/11/1843,Meeting,,,
,,,,,,,,,,,
"HALIFAX.   A special meeting of the councillors of this district will be held on Sunday, (to-morrow) at Lower Warley, at two o clock p.m.",,Halifax,53.725,-1.863,7,Northern Star,18/11/1843,Meeting,,,
,,,,,,,,,,,
"Mr. B. Rushton will deliver a lecture in the Chartist Association Room, Pellon-lane, on Sunday, (to-morrow) at six o clock in the evening.",,Halifax,53.725,-1.863,7,Northern Star,18/11/1843,Meeting,,,
,,,,,,,,,,,
"All communications for the Chartists of Halifax must be addressed to Mr. James Chippendale. 31, South-street, Halifax.",,Halifax,53.725,-1.863,7,Northern Star,18/11/1843,Meeting,,,
,,,,,,,,,,,
"ASHTON-UNDER-LYNE.   Mr. Wm. Bell, of Hey-wood will lecture in the Chartist Association Room, Cavendish-street, on Sunday, 26th inst., at six o clock in the evening.	",,Ashton-under-lyne,53.4854941,-2.1120849,7,Northern Star,25/11/1843,Meeting,,,
,,,,,,,,,,,
"ILKESTON.   The Chartist Association of this town will commence their weekly meetings on November 27th, at seven in the evening, and every subsequent Monday, for the purpose of reading the Northern Star, Nottingham Review, Chartist Circular, and other democratic publications, in their Room, at Mr. Stocks, Bath-street, Ilkeston.",,Ilkeston,52.9710869,-1.307171,7,Northern Star,25/11/1843,Meeting,,,
,,,,,,,,,,,
"MACCLESFIELD.   A dinner party will be held in the Chartist Room, Stanley-street, ou Thursday, Nov. 30th, at eight o clock in the evening, to commemorate the liberation of Mrs. Walker and Mr. Barnett. Mr. Samuel Bentote will be liberated the same day, and will address the parly after the cloth is drawn. Ladies tickets one shilling each; gentlemen s, one shilling and threepence; may be had of John Warren, Crompton-road, or Mr. Hargreaves, Waters-green.",,Macclesfield,53.2606635,-2.1255158,7,Northern Star,25/11/1843,Meeting,,,
,,,,,,,,,,,
"Mr. M'Grath s Route for the ensuing week:   Sunday, Stockport; Monday, Wimslow; Tuesday, Northwich; Wednesday, Middlewich; Thursday, Nantwich ; and Friday, Congleton, Stockport.",,Mr,,,7,Northern Star,25/11/1843,Tour,,,
,,,,,,,,,,,
"CLITHEROE.   The concluding part of the lecture upon   Christianity and Chartism  will be delivered in the Chartist Room, York-street, at six o clock in the evening.",,Clitheroe,53.8753325,-2.3929021,7,Northern Star,25/11/1843,Meeting,,,
,,,,,,,,,,,
"The North Lancashire delegate meeting will be held in the Social Institute, Padiham, on Sunday, December 3rd, 1843, at twelve o clock precisely.",,Padiham,53.797,-2.311,7,Northern Star,25/11/1843,Meeting,,,
,,,,,,,,,,,
"ROCHDALE.   Two lectures will be delivered in the Charier Association Room, Rochdale, on Sunday, (to-morrow), by William Dixon, of Manchester. Chair to be taken at half-past two in the afternoon, and half-past six in the evening.",,Rochdale,53.6153659,-2.1557561,7,Northern Star,25/11/1843,Meeting,,,
,,,,,,,,,,,
